ProductID,ProductName,BrandDesc,ProductSize,Currency,MRP,SalePrice,Discount,BrandID
AND527,AND527 - Westernwear-Women,solid round neck linen womens knee length dress - yellow,"Size:8,10",Rs.,3799,1899,50% off,24
AND528,AND528 - Westernwear-Women,solid polyester v neck womens flared dress - navy,Size:10,Rs.,2499,1624,35% off,24
AND529,AND529 - Westernwear-Women,striped polyester round neck women's formal wear dress - black,Size:10,Rs.,1999,999,50% off,24
AND530,AND530 - Westernwear-Women,womens regular fit floral top - marine green,Size:8,Rs.,1499,749,50% off,24
AND531,AND531 - Westernwear-Women,floral square neck polyester womens dress - lemon,"Size:8,14,16,18",Rs.,2899,1449,50% off,24
AND532,AND532 - Westernwear-Women,solid v- neck polyester women flared gown - wine,"Size:8,10,12",Rs.,4499,2924,35% off,24
AND533,AND533 - Westernwear-Women,solid viscose collar neck women regular top - blue mix light,Size:8,Rs.,1899,1329,30% off,24
AND534,AND534 - Westernwear-Women,solid tencel collar neck women regular top - magenta,Size:8,Rs.,1799,1259,30% off,24
AND535,AND535 - Westernwear-Women,solid 3/4th sleeves womens regular fit jumpsuit - blue,"Size:8,14",Rs.,2699,1889,30% off,24
AND536,AND536 - Westernwear-Women,self design nylon round neck womens woven top - yellow,"Size:8,10",Rs.,1999,1399,30% off,24
AND537,AND537 - Westernwear-Women,womens regular fit floral top - red mix,Size:8,Rs.,1799,899,50% off,24
AND538,AND538 - Westernwear-Women,solid v- neck polyester women flared gown - sage,"Size:8,10,12",Rs.,4299,3439,20% off,24
AND539,AND539 - Westernwear-Women,solid polyester round neck womens casual jacket - wine,"Size:8,10,12,14,18",Rs.,4499,2249,50% off,24
AND540,AND540 - Westernwear-Women,stripes viscose collar neck women regular tops - purple,Size:8,Rs.,1899,1234,35% off,24
AND541,AND541 - Westernwear-Women,solid rayon womens a-line dress - lilac,Size:8,Rs.,1899,1329,30% off,24
AND542,AND542 - Westernwear-Women,solid polyester collar neck women straight top - pink mix,"Size:8,12,16",Rs.,1699,849,50% off,24
AND543,AND543 - Westernwear-Women,printed round neck polyester womens fit and flare dress - lilac,"Size:8,10,12,14,16",Rs.,2499,1999,20% off,24
AND544,AND544 - Westernwear-Women,solid polyester collar neck women regular tops - navy,"Size:8,10,12,14,16",Rs.,1899,949,50% off,24
AND545,AND545 - Westernwear-Women,floral v neck womens regular fit midi dress - multi,"Size:8,10,12,14,18",Rs.,2999,1499,50% off,24
AND546,AND546 - Westernwear-Women,floral v- neck polyester women flared dress - brown,"Size:8,10,12,14,16",Rs.,2899,2319,20% off,24
AND547,AND547 - Westernwear-Women,stripes shirt collar womens a-line top - black,Size:8,Rs.,1899,949,50% off,24
AND548,AND548 - Westernwear-Women,solid v-neck linen womens knee length dress - pink,"Size:8,10",Rs.,2999,1499,50% off,24
AND549,AND549 - Westernwear-Women,womens regular fit solid dress - chalk pink,Size:8,Rs.,4499,2249,50% off,24
AND550,AND550 - Westernwear-Women,midi linen womens shorts - mid blue,Size:26,Rs.,1699,849,50% off,24
AND551,AND551 - Westernwear-Women,solid sweetheart neck viscose women flared dress - red,"Size:8,12,14",Rs.,2299,1609,30% off,24
AND552,AND552 - Westernwear-Women,self design v-neck viscose womens fit & flare dress - navy,"Size:8,10",Rs.,2699,1349,50% off,24
AND553,AND553 - Westernwear-Women,solid square neck linen womens casual dress - blue,Size:14,Rs.,2699,1349,50% off,24
AND554,AND554 - Westernwear-Women,floral square neck womens fit & flare top - multi,Size:14,Rs.,1799,899,50% off,24
AND555,AND555 - Westernwear-Women,solid cotton round neck womens regular dress - pink mix,"Size:14,16,18",Rs.,2499,2249,10% off,24
AND556,AND556 - Westernwear-Women,solid straight polyester women work wear trouser - wine,Size:26,Rs.,1899,1329,30% off,24
AND557,AND557 - Westernwear-Women,floral square neck viscose womens casual dress - pink,Size:8,Rs.,1799,899,50% off,24
AND558,AND558 - Westernwear-Women,solid polyester round neck womens regular top - mint,"Size:8,10,14",Rs.,2499,1249,50% off,24
AND559,AND559 - Westernwear-Women,self pattern viscose shirt collar women's formal wear tops - pink mix,Size:12,Rs.,2099,1049,50% off,24
AND560,AND560 - Westernwear-Women,floral polyester v neck womens a line top - teal,Size:8,Rs.,2099,1364,35% off,24
AND561,AND561 - Westernwear-Women,womens sheath fit 5 pocket assorted capris - dark blue,Size:26,Rs.,2299,1149,50% off,24
AND562,AND562 - Westernwear-Women,floral v-neck cotton womens casual dress - multi,"Size:8,10,16",Rs.,2899,2029,30% off,24
AND563,AND563 - Westernwear-Women,womens floral round neck a-line top - orange mix,Size:10,Rs.,1799,899,50% off,24
AND564,AND564 - Westernwear-Women,womens regular fit stripes skirt - red mix,"Size:26,28",Rs.,2199,1099,50% off,24
AND565,AND565 - Westernwear-Women,floral round neck polyester women flared gown - pink mix,Size:8,Rs.,3699,2589,30% off,24
AND566,AND566 - Westernwear-Women,womens regular fit solid tunic - aqua,Size:8,Rs.,2799,1399,50% off,24
AND567,AND567 - Westernwear-Women,womens stripes sheath pants - teal,Size:26,Rs.,1999,999,50% off,24
AND568,AND568 - Westernwear-Women,polka dots v-neck viscose womens fit and flare dress - blue mix light,Size:16,Rs.,2499,1749,30% off,24
AND569,AND569 - Westernwear-Women,solid square neck linen women flared dress - blue mix light,"Size:14,16",Rs.,3299,2309,30% off,24
AND570,AND570 - Westernwear-Women,solid linen collar neck womens straight dress - yellow,"Size:8,10,12,14,16,18",Rs.,2699,2159,20% off,24
AND571,AND571 - Westernwear-Women,solid round neck polyester womens shift dress - silver grey,"Size:8,10,12,14,16",Rs.,3299,2309,30% off,24
AND572,AND572 - Westernwear-Women,floral round neck polyester women flared dress - white,"Size:8,14",Rs.,2899,2029,30% off,24
AND573,AND573 - Westernwear-Women,self design mom fit womens casual wear trousers - light blue,"Size:32,34,36",Rs.,8.9,2399,10% off,24
AND574,AND574 - Westernwear-Women,checked round neck womens woven top - navy,"Size:8,14",Rs.,1499,1049,30% off,24
AND575,AND575 - Westernwear-Women,solid cotton square neck women a line top - white,Size:8,Rs.,2099,1469,30% off,24
AND576,AND576 - Westernwear-Women,solid regular fit cotton womens fusion wear trousers - indiaink,"Size:28,30,32,34,36",Rs.,2799,2239,20% off,24
AND577,AND577 - Westernwear-Women,solid v-neck polyester womens casual dress - pink,"Size:8,10,12,14",Rs.,2499,1249,50% off,24
AND578,AND578 - Westernwear-Women,floral round neck polyester womens a line dress - navy,"Size:8,10,12,14,16",Rs.,3499,2799,20% off,24
AND579,AND579 - Westernwear-Women,solid rayon square neck top and cropped length skirt set - blue mix light,Size:10,Rs.,2399,1679,30% off,24
AND580,AND580 - Westernwear-Women,womens regular fit floral dress - red mix,Size:16,Rs.,2499,1249,50% off,24
AND581,AND581 - Westernwear-Women,solid skinny fit cotton womens trousers - light blue,"Size:26,28,30,32,34,36",Rs.,8.9,2599,10% off,24
AND582,AND582 - Westernwear-Women,solid polyester round neck womens ethnic set - blue mix light,"Size:8,10,12,14,16,18",Rs.,1899,1519,20% off,24
AND583,AND583 - Westernwear-Women,solid round neck polyester womens fit & flare dress - black,"Size:8,10,12,14",Rs.,2199,1099,50% off,24
AND584,AND584 - Westernwear-Women,geometric polyester square neck women regular top - blue mix light,"Size:8,12,18",Rs.,1999,1399,30% off,24
AND585,AND585 - Westernwear-Women,solid tapered linen women work wear trouser - black,"Size:26,28,30,32,34,36",Rs.,8.9,2199,10% off,24
AND586,AND586 - Westernwear-Women,printed square neck polyester womens fit and flare dress - teal,Size:14,Rs.,2499,1999,20% off,24
AND587,AND587 - Westernwear-Women,solid polyester v neck womens bodycon top - black,"Size:8,10,18",Rs.,1399,979,30% off,24
AND588,AND588 - Westernwear-Women,floral polyester round neck women a line top - pink,"Size:8,10,12",Rs.,2099,1364,35% off,24
AND589,AND589 - Westernwear-Women,solid v-neck cotton womens straight top - pink,"Size:6,8,10,12,14,16",Rs.,8.9,1699,10% off,24
AND590,AND590 - Westernwear-Women,stripes regular fit rayon womens clothing set - blue,"Size:10,12,14",Rs.,3199,2079,35% off,24
AND591,AND591 - Westernwear-Women,floral round neck polyester womens flared dress - sage,"Size:8,14,16",Rs.,2499,1999,20% off,24
AND592,AND592 - Westernwear-Women,solid round neck polyester womens shift dress - navy,"Size:14,16",Rs.,2499,1249,50% off,24
AND593,AND593 - Westernwear-Women,solid round neck viscose women a line dress - blue mix light,"Size:14,16,18",Rs.,2699,1889,30% off,24
AND594,AND594 - Westernwear-Women,solid cotton straight fit womens trousers - charcoal,"Size:26,28,30,32,34,36",Rs.,8.9,2699,10% off,24
AND595,AND595 - Westernwear-Women,floral polyester round neck womens woven top - multi,Size:10,Rs.,4699,3289,30% off,24
AND596,AND596 - Westernwear-Women,floral round neck linen womens fit and flare dress - blue mix light,"Size:10,12",Rs.,2099,1469,30% off,24
AND597,AND597 - Westernwear-Women,solid tapered rayon women fusion wear trouser - natural,"Size:26,30,32",Rs.,2499,1999,20% off,24
AND598,AND598 - Westernwear-Women,solid polyester v-neck womens shift top - pink,Size:8,Rs.,1699,1189,30% off,24
AND599,AND599 - Westernwear-Women,floral square neck linen womens straight dress - white,"Size:6,8,10,12,14,16",Rs.,2699,2159,20% off,24
AND600,AND600 - Westernwear-Women,solid tapered fit linen womens trousers - navy,"Size:28,32,34,36",Rs.,8.9,2199,10% off,24
AND601,AND601 - Westernwear-Women,floral linen round neck womens flared dress - pink,"Size:6,8,10,12,14,16",Rs.,2699,2159,20% off,24
AND602,AND602 - Westernwear-Women,floral polyester round neck women flared tops - navy,"Size:8,10,12,14,16,18",Rs.,2099,1679,20% off,24
AND603,AND603 - Westernwear-Women,womens regular fit checked top - red mix,Size:18,Rs.,1899,949,50% off,24
AND604,AND604 - Westernwear-Women,solid polyester v-neck womens top - blush,Size:8,Rs.,1699,1189,30% off,24
AND605,AND605 - Westernwear-Women,stripes v neck polyester womens regular fit top - peach,"Size:8,10,12,14",Rs.,1699,1104,35% off,24
AND606,AND606 - Westernwear-Women,solid polyester collar neck women a line top - green,"Size:8,10",Rs.,1699,1189,30% off,24
AND607,AND607 - Westernwear-Women,printed square neck viscose womens a-line dress - pink,"Size:8,10",Rs.,3299,2639,20% off,24
AND608,AND608 - Westernwear-Women,womens fit and flare v neck slub shirt asymmetrical dress - powder blue,"Size:8,10,14,16",Rs.,3299,1649,50% off,24
AND609,AND609 - Westernwear-Women,solid polyester square neck womens peplum top - silver grey,"Size:8,10,12,14",Rs.,1699,1359,20% off,24
AND610,AND610 - Westernwear-Women,womens solid mandarin collar top - pink,Size:8,Rs.,1499,749,50% off,24
AND611,AND611 - Westernwear-Women,floral v- neck polyester women flared dress - brown,Size:8,Rs.,2499,1749,30% off,24
AND612,AND612 - Westernwear-Women,solid collar neck polyester women work wear jackets - wine,"Size:10,12,14,16",Rs.,1799,1259,30% off,24
AND613,AND613 - Westernwear-Women,solid regular linen women work wear trouser - blue mix light,Size:26,Rs.,8.9,2299,10% off,24
AND614,AND614 - Westernwear-Women,solid v- neck polyester women shift dress - red,"Size:8,10",Rs.,2499,1749,30% off,24
AND615,AND615 - Westernwear-Women,self design viscose shirt collar womens peplum top - green,"Size:8,10,12,14,16",Rs.,1499,974,35% off,24
AND616,AND616 - Westernwear-Women,floral cotton boat neck womens flared dress - lemon,"Size:6,8,10,12,14,16",Rs.,2099,1679,20% off,24
AND617,AND617 - Westernwear-Women,solid cotton round neck womens regular dress - lemon,"Size:8,10,12,14,16",Rs.,2499,2249,10% off,24
AND618,AND618 - Westernwear-Women,solid v neck nylon womens flared dress - blue mix light,"Size:8,10,14",Rs.,3299,2144,35% off,24
AND619,AND619 - Westernwear-Women,dobby checks cotton sweetheart neck womens cropped top - blue,"Size:10,12",Rs.,1699,1189,30% off,24
AND620,AND620 - Westernwear-Women,self design v-neck viscose womens straight dress - light blue,Size:8,Rs.,2499,1249,50% off,24
AND621,AND621 - Westernwear-Women,floral polyester round neck women straight tops - blue mix light,"Size:8,16",Rs.,1499,974,35% off,24
AND622,AND622 - Westernwear-Women,womens regular fit floral top - white,"Size:8,14",Rs.,1999,999,50% off,24
AND623,AND623 - Westernwear-Women,womens solid sheath pants - black,Size:34,Rs.,8.9,2199,10% off,24
AND624,AND624 - Westernwear-Women,floral round neck polyester women flared dress - pink,"Size:8,16",Rs.,2899,2029,30% off,24
AND625,AND625 - Westernwear-Women,printed square neck polyester womens fit and flare dress - purple,"Size:8,10,12,14",Rs.,3099,2479,20% off,24
AND626,AND626 - Westernwear-Women,floral polyester v-neck womens top - sage,Size:8,Rs.,1699,1189,30% off,24
AND627,AND627 - Westernwear-Women,solid v- neck nylon women shift dress - wine,"Size:12,14",Rs.,3099,2169,30% off,24
AND628,AND628 - Westernwear-Women,stripes round neck viscose womens straight top - powder blue,"Size:8,10,12,14,16,18",Rs.,8.9,1599,10% off,24
AND629,AND629 - Westernwear-Women,checks polyester round neck womens a line top - navy,"Size:8,10",Rs.,2299,1609,30% off,24
AND630,AND630 - Westernwear-Women,women v-neck solid fit and flare dress - pink,Size:8,Rs.,3299,1649,50% off,24
AND631,AND631 - Westernwear-Women,solid square neck womens casual dress - black,"Size:8,10,12,14",Rs.,8.9,2199,10% off,24
AND632,AND632 - Westernwear-Women,womens cotton round neck dresses - natural,Size:8,Rs.,3799,1899,50% off,24
AND633,AND633 - Westernwear-Women,solid cotton v- neck women flared top - mid blue,Size:8,Rs.,1499,1049,30% off,24
AND634,AND634 - Westernwear-Women,solid polyester round neck women a line top - sage,Size:8,Rs.,1699,1359,20% off,24
AND635,AND635 - Westernwear-Women,solid polyester round neck women a line top - rust,"Size:8,10,12,14,16",Rs.,1799,1169,35% off,24
AND636,AND636 - Westernwear-Women,floral round neck rayon womens fit and flare dress - white,Size:12,Rs.,8.9,3299,10% off,24
AND637,AND637 - Westernwear-Women,solid slim fit rayon womens workwear pants - navy,"Size:26,28",Rs.,8.9,1799,10% off,24
AND638,AND638 - Westernwear-Women,solid v-neck polyester womens casual dress - blue mix light,Size:12,Rs.,2899,1449,50% off,24
AND639,AND639 - Westernwear-Women,floral viscose rayon v-neck womens top - white,Size:8,Rs.,1899,1329,30% off,24
AND640,AND640 - Westernwear-Women,checks rayon square neck women straight tops - black mix,"Size:8,10,14,16",Rs.,1499,1049,30% off,24
AND641,AND641 - Westernwear-Women,solid polyester boat neck womens a-line top - black,"Size:8,10",Rs.,1499,749,50% off,24
AND642,AND642 - Westernwear-Women,floral square neck viscose women flared dress - sage,Size:8,Rs.,2899,2029,30% off,24
AND643,AND643 - Westernwear-Women,solid straight fit cotton womens fusion wear trousers - dark blue,"Size:26,28,30,32,34,36",Rs.,8.9,2499,10% off,24
AND644,AND644 - Westernwear-Women,womens stripes v-neck fit and flare dress - cream,Size:20,Rs.,8.9,2999,10% off,24
AND645,AND645 - Westernwear-Women,solid linen mandarin collar womens a-line top - rosewood,"Size:8,10",Rs.,1899,1329,30% off,24
AND646,AND646 - Westernwear-Women,floral v neck polyester womens bodycon gown - green,Size:8,Rs.,3499,2449,30% off,24
AND647,AND647 - Westernwear-Women,printed polyester womens fit and flare dress - yellow,"Size:10,12",Rs.,3099,2479,20% off,24
AND648,AND648 - Westernwear-Women,printed polyester square neck womens peplum top - yellow,"Size:10,12,14",Rs.,1899,1519,20% off,24
AND649,AND649 - Westernwear-Women,solid flared linen womens casual wear pants - blue mix light,"Size:28,30,32,34",Rs.,8.9,2299,10% off,24
AND650,AND650 - Westernwear-Women,solid square neck polyester women bodycon dress - black,"Size:12,14",Rs.,8.9,2299,10% off,24
AND651,AND651 - Westernwear-Women,floral round neck polyester women flared dress - red,Size:8,Rs.,2899,2029,30% off,24
AND652,AND652 - Westernwear-Women,solid tapered linen women work wear trouser - olive,"Size:26,28,30,32,34,36",Rs.,8.9,2199,10% off,24
AND653,AND653 - Westernwear-Women,solid v-neck viscose womens casual dress - blue,"Size:10,14,16",Rs.,8.9,2399,10% off,24
AND654,AND654 - Westernwear-Women,solid viscose collar neck women peplum tops - black mix,"Size:8,10,12,14,16",Rs.,1899,1329,30% off,24
AND655,AND655 - Westernwear-Women,women v-neck striped fit and flare dress - peach,Size:8,Rs.,3499,1749,50% off,24
AND656,AND656 - Westernwear-Women,self design straight fit cotton womens casual trousers - light blue,Size:32,Rs.,8.9,2399,10% off,24
AND657,AND657 - Westernwear-Women,solid cotton round neck women regular top - pink,"Size:8,10,12,14,16,18",Rs.,2699,2159,20% off,24
AND658,AND658 - Westernwear-Women,solid skinny cotton women fusion wear trouser - mid blue,"Size:26,28,30,32,34,36",Rs.,8.9,2499,10% off,24
AND659,AND659 - Westernwear-Women,dobby cotton mandarin collar womens peplum top - white,"Size:10,12,16",Rs.,8.9,1799,10% off,24
AND660,AND660 - Westernwear-Women,womens regular fit floral dress - lemon,Size:18,Rs.,2299,1149,50% off,24
AND661,AND661 - Westernwear-Women,floral polyester round neck women straight tops - cream,Size:8,Rs.,1999,1399,30% off,24
AND662,AND662 - Westernwear-Women,abstract sleeveless womens regular fit jumpsuit - black,"Size:10,12",Rs.,3099,2169,30% off,24
AND663,AND663 - Westernwear-Women,solid v- neck polyester women wrap dress - navy,"Size:10,14,16",Rs.,2699,1349,50% off,24
AND664,AND664 - Westernwear-Women,solid boat neck polyester women shift dress - sage,"Size:8,12,14",Rs.,8.9,2299,10% off,24
AND665,AND665 - Westernwear-Women,solid straight fit cotton womens fusion wear trousers - dark blue,"Size:26,28,30,32,34,36",Rs.,8.9,2499,10% off,24
AND666,AND666 - Westernwear-Women,graphic cotton round neck womens regular top - cream,"Size:8,10,12,14,16,18",Rs.,2799,2239,20% off,24
AND667,AND667 - Westernwear-Women,graphic cotton round neck womens straight top - powder blue,"Size:8,10,12,14,16",Rs.,1499,1199,20% off,24
AND668,AND668 - Westernwear-Women,womens solid embroidered key hole neck peplum top - mint,Size:8,Rs.,2499,1249,50% off,24
AND669,AND669 - Westernwear-Women,solid polyester square neck women blouson tops - green,Size:8,Rs.,1699,1189,30% off,24
AND670,AND670 - Westernwear-Women,solid straight polyester women work wear trouser - black,"Size:26,28",Rs.,8.9,2499,10% off,24
AND671,AND671 - Westernwear-Women,floral polyester round neck women a line top - white,Size:8,Rs.,1999,1399,30% off,24
AND672,AND672 - Westernwear-Women,floral square neck polyester women flared gown - black,Size:8,Rs.,3099,2169,30% off,24
AND673,AND673 - Westernwear-Women,solid v- neck rayon women flared gown - green,"Size:10,12",Rs.,3299,2639,20% off,24
AND674,AND674 - Westernwear-Women,womens regular fit floral dress - yellow,Size:8,Rs.,2799,1399,50% off,24
AND675,AND675 - Westernwear-Women,womens regular fit shirt collar stripes top - imperial yellow,Size:8,Rs.,2199,1099,50% off,24
AND676,AND676 - Westernwear-Women,solid polyester round neck women straight tops - blush,"Size:8,10,12,14,16",Rs.,1799,1439,20% off,24
AND677,AND677 - Westernwear-Women,stripes cotton collar neck womens straight top - pink mix,"Size:8,12,14,16",Rs.,1899,1519,20% off,24
AND678,AND678 - Westernwear-Women,solid tapered linen women work wear trouser - blush,"Size:26,28,30,32,34,36",Rs.,8.9,2199,10% off,24
AND679,AND679 - Westernwear-Women,solid linen square neck women regular playsuit - magenta,"Size:8,14",Rs.,3699,2589,30% off,24
AND680,AND680 - Westernwear-Women,solid square neck polyester women flared dress - green,Size:10,Rs.,2299,1609,30% off,24
AND681,AND681 - Westernwear-Women,solid cotton round neck womens regular dress - navy,"Size:8,10,12,14,16,18",Rs.,8.9,2999,10% off,24
AND682,AND682 - Westernwear-Women,solid loose fit polyester womens workwear pants - black,"Size:26,28,34,36",Rs.,8.9,2499,10% off,24
AND683,AND683 - Westernwear-Women,stripes collar neck polyester women flared dress - blue,Size:16,Rs.,3499,2449,30% off,24
AND684,AND684 - Westernwear-Women,solid polyester y neck womens top - black,Size:16,Rs.,1899,1709,10% off,24
AND685,AND685 - Westernwear-Women,polka dots viscose square neck womens cropped top - blue mix light,"Size:8,10,12",Rs.,1699,1189,30% off,24
AND686,AND686 - Westernwear-Women,solid rayon round neck women peplum top - black,"Size:8,10",Rs.,2099,1469,30% off,24
AND687,AND687 - Westernwear-Women,solid v-neck womens a-line dress - peach,"Size:8,10,12",Rs.,2299,1149,50% off,24
AND688,AND688 - Westernwear-Women,solid cotton skinny fit womens fusion trousers - mid blue,"Size:26,28,30,32,34,36",Rs.,8.9,2699,10% off,24
AND689,AND689 - Westernwear-Women,floral round neck linen womens casual dress - maroon,Size:10,Rs.,2999,2099,30% off,24
AND690,AND690 - Indianwear-Women,solid viscose round neck womens ethnic set - sage,"Size:8,10,12,14,16,18",Rs.,2099,1049,50% off,25
AND691,AND691 - Indianwear-Women,solid rayon mandarin womens regular kurta - bottle green,"Size:Small,XX-Large,XXX-Large",Rs.,1299,1039,20% off,25
AND692,AND692 - Indianwear-Women,solid polyester cowl neck womens ethnic set - wine,"Size:8,12,16",Rs.,3499,1749,50% off,25
AND693,AND693 - Indianwear-Women,printed viscose v neck womens ethnic set - navy,"Size:8,10,12,14,16",Rs.,3499,1749,50% off,25
AND694,AND694 - Indianwear-Women,solid polyester v neck womens ethnic set - magenta,"Size:8,10,12,14",Rs.,3999,2599,35% off,25
AND695,AND695 - Indianwear-Women,solid chiffon round neck womens ethnic set - black,"Size:10,12,14",Rs.,3699,2589,30% off,25
AND696,AND696 - Indianwear-Women,printed v-neck polyester womens casual set - sage,"Size:8,10,12,14,16",Rs.,3499,2799,20% off,25
AND697,AND697 - Indianwear-Women,solid cotton round neck womens ethnic set - wine,"Size:14,16",Rs.,3299,2639,20% off,25
AND698,AND698 - Indianwear-Women,solid polyester square neck womens ethnic set - green,Size:8,Rs.,3499,1749,50% off,25
AND699,AND699 - Indianwear-Women,printed round neck polyester womens casual set - multi,"Size:8,10,12,14,16",Rs.,3999,3199,20% off,25
AND700,AND700 - Indianwear-Women,solid polyester round neck womens ethnic set - blue mix light,"Size:8,10,12,14,16,18",Rs.,1899,1519,20% off,25
AND701,AND701 - Indianwear-Women,stripes regular fit rayon womens clothing set - blue,"Size:10,12,14",Rs.,3199,2079,35% off,25
AND702,AND702 - Indianwear-Women,solid viscose round neck womens ethnic set - blue mix light,"Size:8,10,12,14,16,18",Rs.,2099,1049,50% off,25
AND703,AND703 - Fragrance-Women,womens dainty glam fragrance mist 200 ml,Nan,Rs.,,400,10% off,26
AND704,AND704 - Fragrance-Women,womens love museeau de parfum 100 ml,Nan,Rs.,1800,1350,25% off,26
AND705,AND705 - Fragrance-Women,womens pretty vogue fragrance mist 200 ml,Nan,Rs.,,400,10% off,26
AND706,AND706 - Fragrance-Women,womens ethereal dreamer eau de parfum 50 ml,Nan,Rs.,1200,960,20% off,26
AND707,AND707 - Fragrance-Women,womens mystique elegance eau de parfum 50 ml,Nan,Rs.,1200,960,20% off,26
AND708,AND708 - Fragrance-Women,womens ethereal dreamer eau de parfum 50 ml & pretty vogue fragrance mist 200 ml - gift set,Nan,Rs.,1500,1275,15% off,26
AND709,AND709 - Fragrance-Women,womens chic connect fragrance mist 200 ml,Nan,Rs.,,400,10% off,26
ANNE KLEIN1,ANNE KLEIN1 - Watches-Women,womens blue stainless steel analogue watch  - ak3001gpbl,Nan,Rs.,9499,5699,40% off,27
ANNE KLEIN2,ANNE KLEIN2 - Watches-Women,womens mother of pearl dial ceramic analogue watch - nbak1018rgmv,Nan,Rs.,10750,7525,30% off,27
ANNE KLEIN3,ANNE KLEIN3 - Watches-Women,womens analogue stainless steel watch - ak2969mpsv,Nan,Rs.,8300,4980,40% off,27
ANNE KLEIN4,ANNE KLEIN4 - Watches-Women,womens ceramic tan mother of pearl dial analogue watch - ak3672tngb,Nan,Rs.,14995,8997,40% off,27
ANNE KLEIN5,ANNE KLEIN5 - Watches-Women,womens navy blue dial stainless steel analogue watch - ak1363nvtt,Nan,Rs.,7499,4499,40% off,27
ANNE KLEIN6,ANNE KLEIN6 - Watches-Women,womens black dial metallic analogue watch with bracelet - akb3590bkstw,Nan,Rs.,9750,5850,40% off,27
ANNE KLEIN7,ANNE KLEIN7 - Watches-Women,womens ceramic blue mother of pearl dial analogue watch - ak1018blrg,Nan,Rs.,10999,7699,30% off,27
ANNE KLEIN8,ANNE KLEIN8 - Watches-Women,womens ceramic brown dial ceramic analogue watch - nbak1018rgtn,Nan,Rs.,25,10750,10% off,27
ANNE KLEIN9,ANNE KLEIN9 - Watches-Women,womens rose gold dial analogue watch - nbak1906rgrg,Nan,Rs.,48.9,9499,10% off,27
ANNE KLEIN10,ANNE KLEIN10 - Watches-Women,womens mother of pearl dial metallic analogue watch - nbak2472nmrg,Nan,Rs.,9250,5550,40% off,27
ANNE KLEIN11,ANNE KLEIN11 - Watches-Women,womens diamond black dial metallic analogue watch - ak3600bkrg,Nan,Rs.,4.5,7495,10% off,27
ANNE KLEIN12,ANNE KLEIN12 - Watches-Women,womens mother of pearl dial stainless steel analogue watch - ak3278rgrg,Nan,Rs.,8499,5949,30% off,27
ANNE KLEIN13,ANNE KLEIN13 - Watches-Women,womens mother of pearl dial metallic analogue watch - nbak109918rglp,Nan,Rs.,6499,3899,40% off,27
ANNE KLEIN14,ANNE KLEIN14 - Watches-Women,womens plum purple dial leather analogue watch - ak3272rgpl,Nan,Rs.,6499,3899,40% off,27
ANNE KLEIN15,ANNE KLEIN15 - Watches-Women,womens silver dial analogue watch - nbak3279svrt,Nan,Rs.,8499,5949,30% off,27
ANNE KLEIN16,ANNE KLEIN16 - Watches-Women,womens blue dial stainless steel analogue watch - ak3220nmgb,Nan,Rs.,9499,5699,40% off,27
ANNE KLEIN17,ANNE KLEIN17 - Watches-Women,womens analog watch,Nan,Rs.,44.5,14495,10% off,27
ANNE KLEIN18,ANNE KLEIN18 - Watches-Women,womens rose gold dial analogue watch - nbak3168rgrg,Nan,Rs.,6499,3899,40% off,27
ANNE KLEIN19,ANNE KLEIN19 - Watches-Women,womens black dial ceramic analogue watch - nbak1018rgbk,Nan,Rs.,25,10750,10% off,27
ANNE KLEIN20,ANNE KLEIN20 - Watches-Women,womens rose gold dial ceramic analogue watch - nbak1362rgrg,Nan,Rs.,7250,4350,40% off,27
ANNE KLEIN21,ANNE KLEIN21 - Watches-Women,womens ceramic analogue watch - ak2130rglp,Nan,Rs.,70,11700,10% off,27
ANNE KLEIN22,ANNE KLEIN22 - Watches-Women,womens diamond dial green mother of pearl dial metallic analogue watch - ak1980gngb,Nan,Rs.,7250,5075,30% off,27
ANNE KLEIN23,ANNE KLEIN23 - Watches-Women,womens 31 mm brown dial ceramic analog watch,Nan,Rs.,94.5,14995,10% off,27
ANNE KLEIN24,ANNE KLEIN24 - Watches-Women,womens pink dial stainless steel analogue watch - ak3220rgrg,Nan,Rs.,48.9,9499,10% off,27
ANNE KLEIN25,ANNE KLEIN25 - Watches-Women,womens ceramic brown dial ceramic analogue watch - nbak1018rgtn,Nan,Rs.,98.9,10999,10% off,27
ANNE KLEIN26,ANNE KLEIN26 - Watches-Women,womens 38 mm diamond green dial metal analogue watch,Nan,Rs.,4.5,7495,10% off,27
ANNE KLEIN27,ANNE KLEIN27 - Watches-Women,womens grey dial metallic analogue watch - ak3001svtt,Nan,Rs.,9499,5699,40% off,27
ANNE KLEIN28,ANNE KLEIN28 - Watches-Women,womens navy blue metal/ceramic analogue watch  - ak3158nvrg,Nan,Rs.,94.5,10995,10% off,27
ANNE KLEIN29,ANNE KLEIN29 - Watches-Women,womens metallic analogue watch - ak2388rgnv,Nan,Rs.,11995,8396,30% off,27
ANNE KLEIN30,ANNE KLEIN30 - Watches-Women,womens brown dial metallic analogue watch - nbak3001rgbn,Nan,Rs.,9499,6649,30% off,27
ANNE KLEIN31,ANNE KLEIN31 - Watches-Women,womens plum purple dial leather analogue watch - ak3272rgpl,Nan,Rs.,6499,3899,40% off,27
